date,day_strain,elevated_hr,low_hrv,high_strain_flag,poor_sleep,short_sleep,sleep_debt_flag,any_anomaly,ml_score,ml_flag,ml_top_feats,ml_score_pct
2025-05-11,4.0,False,False,False,False,False,False,False,0.11652586443521329,False,day_strain (|z|≈1.2),46.37985948144874
2025-05-12,12.9,False,False,False,False,False,False,False,0.015597437388992441,False,day_strain (|z|≈1.0),16.334487443705896
2025-05-13,8.35,False,False,False,False,False,False,False,-0.018216875357028706,False,day_strain (|z|≈0.1),6.268308504946378
2025-05-14,9.0,False,False,False,False,False,False,False,-0.03421985282530221,False,day_strain (|z|≈0.0),1.5043839515031654
2025-05-16,13.1,False,False,False,False,False,False,False,0.015524894578045734,False,day_strain (|z|≈1.1),16.312892182515913
2025-05-17,6.6,False,False,False,False,False,False,False,-0.022079986582047295,False,day_strain (|z|≈0.6),5.118299361083374
2025-05-18,8.35,False,False,False,False,False,False,False,-0.018216875357028706,False,day_strain (|z|≈0.1),6.268308504946378
2025-05-20,9.2,False,False,False,False,False,False,False,-0.03096875335044824,False,day_strain (|z|≈0.1),2.472203386645699
2025-05-22,8.4,False,False,False,False,False,False,False,-0.01829110558608299,False,day_strain (|z|≈0.1),6.246210916450705
2025-05-23,15.4,False,False,True,False,False,False,True,0.05828452949970753,False,day_strain (|z|≈1.7),29.042003068500883
2025-05-24,4.3,False,False,False,False,False,False,False,0.055688902048229516,False,day_strain (|z|≈1.2),28.269311025898052
2025-05-25,17.1,False,False,True,False,False,False,True,0.1093539525764029,False,day_strain (|z|≈2.1),44.24485385096194
2025-05-26,8.0,False,False,False,False,False,False,False,-0.021598620065855556,False,day_strain (|z|≈0.2),5.261597304871497
2025-05-27,15.7,False,False,True,False,False,False,True,0.07247758706077756,False,day_strain (|z|≈1.7),33.26713276937454
2025-05-28,5.4,False,False,False,False,False,False,False,-0.010076114630169442,False,day_strain (|z|≈0.9),8.69173064543728
2025-05-29,6.5,False,False,False,False,False,False,False,-0.03783326088776939,False,day_strain (|z|≈0.6),0.42870891387192
2025-05-30,11.8,False,False,False,False,False,False,False,0.01663375643080245,False,day_strain (|z|≈0.8),16.642989142109656
2025-05-31,20.5,False,False,True,False,False,False,True,0.24264909129838674,True,day_strain (|z|≈3.0),83.92546862850597
2025-06-01,15.6,False,False,True,False,False,False,True,0.05929340559246732,False,day_strain (|z|≈1.7),29.342335278504223
2025-06-02,4.9,False,False,False,False,False,False,False,0.03834170996874786,False,day_strain (|z|≈1.0),23.10522737680359
2025-06-04,10.8,False,False,False,False,False,False,False,0.005440347522657096,False,day_strain (|z|≈0.5),13.310824509624137
2025-06-05,8.2,False,False,False,False,False,False,False,-0.029071595694075525,False,day_strain (|z|≈0.2),3.0369680349034853
2025-06-06,11.2,False,False,False,False,False,False,False,-0.006656691024887196,False,day_strain (|z|≈0.6),9.709658471938484
2025-06-07,9.7,False,False,False,False,False,False,False,-0.01995397164134538,False,day_strain (|z|≈0.2),5.751192508441512
2025-06-08,5.8,False,False,False,False,False,False,False,0.000682110075531206,False,day_strain (|z|≈0.8),11.894345341893263
2025-06-09,8.9,False,False,False,False,False,False,False,-0.021621981601738616,False,day_strain (|z|≈0.0),5.254642811895418
2025-06-11,9.1,False,False,False,False,False,False,False,-0.03927338006097958,False,day_strain (|z|≈0.1),0.0
2025-06-12,12.5,False,False,False,False,False,False,False,0.034841505995450106,False,day_strain (|z|≈0.9),22.063252051679818
2025-06-13,17.3,False,False,True,False,False,False,True,0.09852386348827946,False,day_strain (|z|≈2.2),41.02084585462656
2025-06-14,14.9,False,False,True,False,False,False,True,0.0432611459482255,False,day_strain (|z|≈1.5),24.569693717407258
2025-06-16,8.100000000000001,False,False,False,False,False,False,False,-0.02177092201109404,False,day_strain (|z|≈0.2),5.210304758271655
2025-06-17,13.3,False,False,False,False,False,False,False,0.014765133529381691,False,day_strain (|z|≈1.1),16.086719001827753
2025-06-19,12.9,False,False,False,False,False,False,False,0.015597437388992441,False,day_strain (|z|≈1.0),16.334487443705896
2025-06-20,20.6,False,False,True,False,False,False,True,0.25696467345285967,True,day_strain (|z|≈3.0),88.18707266173872
2025-06-21,9.5,False,False,False,False,False,False,False,-0.021256186137806,False,day_strain (|z|≈0.2),5.363536422201473
2025-06-23,13.0,False,False,False,False,False,False,False,0.022244619100082907,False,day_strain (|z|≈1.1),18.313286215837078
2025-06-24,13.7,False,False,False,False,False,False,False,0.04679921628401107,False,day_strain (|z|≈1.2),25.622941475699353
2025-06-25,8.0,False,False,False,False,False,False,False,-0.021598620065855556,False,day_strain (|z|≈0.2),5.261597304871497
2025-06-26,10.9,False,False,False,False,False,False,False,-0.0029064223579384207,False,day_strain (|z|≈0.5),10.826075527446188
2025-06-27,10.0,False,False,False,False,False,False,False,-0.002573856364867899,False,day_strain (|z|≈0.3),10.925077060327794
2025-06-28,9.9,False,False,False,False,False,False,False,-0.016599353851959542,False,day_strain (|z|≈0.3),6.749828298934611
2025-06-30,9.2,False,False,False,False,False,False,False,-0.03096875335044824,False,day_strain (|z|≈0.1),2.472203386645699
2025-07-01,9.5,False,False,False,False,False,False,False,-0.021256186137806,False,day_strain (|z|≈0.2),5.363536422201473
2025-07-02,7.1,False,False,False,False,False,False,False,0.003925548567991433,False,day_strain (|z|≈0.4),12.859884180053054
2025-07-03,14.8,False,False,True,False,False,False,True,0.05257606180485952,False,day_strain (|z|≈1.5),27.3426499657462
2025-07-05,8.0,False,False,False,False,False,False,False,-0.021598620065855556,False,day_strain (|z|≈0.2),5.261597304871497
2025-07-06,6.15,False,False,False,False,False,False,False,-0.0012720811249333774,False,day_strain (|z|≈0.7),11.312602384342235
2025-07-08,7.55,False,False,False,False,False,False,False,-0.021168068078469493,False,day_strain (|z|≈0.3),5.389768277323883
2025-07-09,11.5,False,False,False,False,False,False,False,0.007828988875826948,False,day_strain (|z|≈0.7),14.02189888402075
