date,resting_hr,hrv_ms,day_strain,sleep_efficiency_pct,asleep_min,sleep_debt_min,resting_hr_ma7,elevated_hr,low_hrv,high_strain_flag,poor_sleep,short_sleep,sleep_debt_flag,any_anomaly
2025-03-23,55.0,79.0,14.4,92.0,435.0,100.0,58.42857142857143,False,False,True,False,False,True,True
2025-03-23,60.0,77.0,6.6,91.0,331.0,66.0,57.142857142857146,False,False,False,False,True,True,True
2025-03-23,60.0,77.0,6.6,92.0,435.0,100.0,57.142857142857146,False,False,False,False,False,True,True
2025-03-24,56.0,80.0,6.5,96.0,403.0,80.0,56.57142857142857,False,False,False,False,False,True,True
2025-03-25,56.0,76.0,7.6,92.0,417.0,72.0,56.714285714285715,False,False,False,False,False,True,True
2025-03-27,58.0,72.0,12.5,91.0,437.0,79.0,57.142857142857146,False,False,False,False,False,True,True
2025-03-27,58.0,72.0,12.5,93.0,390.0,79.0,57.57142857142857,False,False,False,False,False,True,True
2025-03-27,56.0,81.0,7.6,91.0,437.0,79.0,57.714285714285715,False,False,False,False,False,True,True
2025-03-27,56.0,81.0,7.6,93.0,390.0,79.0,57.142857142857146,False,False,False,False,False,True,True
2025-03-29,67.0,71.0,6.4,94.0,321.0,71.0,58.142857142857146,False,False,False,False,True,True,True
2025-04-01,,,5.4,92.0,86.0,117.0,58.5,False,False,False,False,True,True,True
2025-04-01,,,5.4,92.0,401.0,127.0,59.0,False,False,False,False,False,True,True
2025-04-01,68.0,95.0,6.4,92.0,401.0,127.0,61.0,False,False,False,False,False,True,True
2025-04-01,68.0,95.0,6.4,92.0,86.0,117.0,63.0,False,False,False,False,True,True,True
2025-04-02,57.0,94.0,9.7,91.0,446.0,127.0,63.2,False,False,False,False,False,True,True
2025-04-04,58.0,69.0,11.6,93.0,341.0,0.0,63.6,False,False,False,False,True,False,True
2025-04-05,59.0,72.0,13.9,94.0,332.0,85.0,62.0,False,False,False,False,True,True,True
2025-04-06,82.0,33.0,8.9,85.0,456.0,116.0,65.33333333333333,False,True,False,False,False,True,True
2025-04-06,82.0,33.0,8.9,100.0,61.0,98.0,67.71428571428571,False,True,False,False,True,True,True
2025-04-07,55.0,126.0,7.0,95.0,371.0,98.0,65.85714285714286,False,False,False,False,False,True,True
2025-04-09,57.0,75.0,6.0,90.0,401.0,88.0,64.28571428571429,False,False,False,False,False,True,True
2025-04-10,55.0,88.0,9.0,86.0,402.0,100.0,64.0,False,False,False,False,False,True,True
2025-04-11,59.0,76.0,6.7,97.0,340.0,106.0,64.14285714285714,False,False,False,False,True,True,True
2025-04-12,55.0,67.0,8.1,95.0,425.0,119.0,63.57142857142857,False,False,False,False,False,True,True
2025-04-13,55.0,85.0,8.2,96.0,379.0,104.0,59.714285714285715,False,False,False,False,False,True,True
2025-04-13,55.0,85.0,8.2,97.0,102.0,97.0,55.857142857142854,False,False,False,False,True,True,True
2025-04-14,50.0,85.0,11.0,92.0,411.0,97.0,55.142857142857146,False,False,False,False,False,True,True
2025-04-15,53.0,87.0,8.4,91.0,346.0,35.0,54.57142857142857,False,False,False,False,True,False,True
2025-04-16,55.0,86.0,7.9,89.0,365.0,83.0,54.57142857142857,False,False,False,False,False,True,True
2025-04-18,53.0,84.0,14.0,96.0,438.0,94.0,53.714285714285715,False,False,False,False,False,True,True
2025-04-19,80.0,35.0,5.1,99.0,111.0,126.0,57.285714285714285,False,True,False,False,True,True,True
2025-04-19,80.0,35.0,5.1,88.0,321.0,80.0,60.857142857142854,False,True,False,False,True,True,True
2025-04-20,57.0,89.0,4.5,91.0,453.0,126.0,61.142857142857146,False,False,False,False,False,True,True
2025-04-22,,,8.7,94.0,408.0,17.0,63.0,False,False,False,False,False,False,False
2025-04-22,55.0,71.0,7.8,94.0,408.0,17.0,63.333333333333336,False,False,False,False,False,False,False
2025-04-23,56.0,85.0,9.2,90.0,414.0,52.0,63.5,False,False,False,False,False,False,False
2025-04-24,56.0,72.0,18.1,95.0,479.0,69.0,64.0,False,False,True,False,False,True,True
2025-04-26,78.0,40.0,6.2,73.0,135.0,40.0,63.666666666666664,False,False,False,True,True,False,True
2025-04-26,78.0,40.0,6.2,95.0,192.0,127.0,63.333333333333336,False,False,False,False,True,True,True
2025-04-27,67.0,57.0,14.4,90.0,436.0,127.0,65.0,False,False,True,False,False,True,True
2025-04-29,54.0,96.0,9.3,94.0,421.0,71.0,63.42857142857143,False,False,False,False,False,True,True
2025-04-29,54.0,96.0,9.3,91.0,352.0,0.0,63.285714285714285,False,False,False,False,True,False,True
2025-04-29,56.0,89.0,14.8,94.0,421.0,71.0,63.285714285714285,False,False,True,False,False,True,True
2025-04-29,56.0,89.0,14.8,91.0,352.0,0.0,63.285714285714285,False,False,True,False,True,False,True
2025-05-01,58.0,102.0,14.6,94.0,332.0,78.0,60.42857142857143,False,False,True,False,True,True,True
2025-05-02,58.0,110.0,7.6,94.0,339.0,122.0,57.57142857142857,False,False,False,False,True,True,True
2025-05-03,53.0,106.0,9.1,93.0,445.0,127.0,55.57142857142857,False,False,False,False,False,True,True
2025-05-05,,,8.5,,,,55.833333333333336,False,False,False,False,False,False,False
2025-05-06,50.0,125.0,13.8,88.0,346.0,97.0,55.166666666666664,False,False,False,False,True,True,True
2025-05-07,63.0,80.0,11.4,93.0,457.0,127.0,56.333333333333336,False,False,False,False,False,True,True
2025-05-07,63.0,80.0,11.4,93.0,329.0,127.0,57.5,False,False,False,False,True,True,True
2025-05-07,54.0,100.0,11.2,93.0,329.0,127.0,56.833333333333336,False,False,False,False,True,True,True
2025-05-07,54.0,100.0,11.2,93.0,457.0,127.0,56.166666666666664,False,False,False,False,False,True,True
2025-05-09,56.0,78.0,14.9,95.0,322.0,96.0,56.666666666666664,False,False,True,False,True,True,True
2025-05-10,73.0,39.0,9.0,98.0,82.0,127.0,59.0,False,True,False,False,True,True,True
2025-05-10,73.0,39.0,9.0,92.0,270.0,127.0,62.285714285714285,False,True,False,False,True,True,True
2025-05-11,50.0,108.0,4.0,98.0,418.0,127.0,60.42857142857143,False,False,False,False,False,True,True
2025-05-12,50.0,114.0,12.9,94.0,379.0,64.0,58.57142857142857,False,False,False,False,False,True,True
2025-05-13,59.0,79.0,6.8,92.0,355.0,96.0,59.285714285714285,False,False,False,False,True,True,True
2025-05-13,59.0,79.0,6.8,95.0,465.0,127.0,60.0,False,False,False,False,False,True,True
2025-05-13,52.0,99.0,9.9,92.0,355.0,96.0,59.42857142857143,False,False,False,False,True,True,True
2025-05-13,52.0,99.0,9.9,95.0,465.0,127.0,56.42857142857143,False,False,False,False,False,True,True
2025-05-14,66.0,83.0,9.0,86.0,414.0,83.0,55.42857142857143,False,False,False,False,False,True,True
2025-05-16,52.0,87.0,13.1,98.0,384.0,92.0,55.714285714285715,False,False,False,False,False,True,True
2025-05-17,,,6.6,96.0,121.0,115.0,56.666666666666664,False,False,False,False,True,True,True
2025-05-18,54.0,84.0,9.4,93.0,376.0,115.0,55.833333333333336,False,False,False,False,False,True,True
2025-05-18,54.0,84.0,9.4,94.0,435.0,54.0,55.0,False,False,False,False,False,False,False
2025-05-18,55.0,79.0,7.3,93.0,376.0,115.0,55.5,False,False,False,False,False,True,True
2025-05-18,55.0,79.0,7.3,94.0,435.0,54.0,56.0,False,False,False,False,False,False,False
2025-05-20,50.0,93.0,9.6,95.0,288.0,59.0,53.333333333333336,False,False,False,False,True,False,True
2025-05-20,50.0,93.0,9.6,93.0,424.0,119.0,53.0,False,False,False,False,False,True,True
2025-05-20,54.0,95.0,8.8,95.0,288.0,59.0,53.142857142857146,False,False,False,False,True,False,True
2025-05-20,54.0,95.0,8.8,93.0,424.0,119.0,53.142857142857146,False,False,False,False,False,True,True
2025-05-22,60.0,58.0,8.4,97.0,392.0,108.0,54.0,False,False,False,False,False,True,True
2025-05-23,54.0,75.0,15.4,97.0,428.0,121.0,53.857142857142854,False,False,True,False,False,True,True
2025-05-24,79.0,34.0,4.3,80.0,336.0,105.0,57.285714285714285,False,True,False,True,True,True,True
2025-05-25,,,17.1,,,,58.5,False,False,True,False,False,False,True
2025-05-26,77.0,30.0,8.0,96.0,294.0,127.0,63.0,False,True,False,False,True,True,True
2025-05-26,77.0,30.0,8.0,92.0,208.0,127.0,66.83333333333333,False,True,False,False,True,True,True
2025-05-27,52.0,102.0,15.7,96.0,355.0,127.0,66.5,False,False,True,False,True,True,True
2025-05-28,56.0,94.0,5.4,91.0,453.0,21.0,65.83333333333333,False,False,False,False,False,False,False
2025-05-29,52.0,88.0,6.5,94.0,375.0,46.0,65.5,False,False,False,False,False,False,False
2025-05-30,54.0,92.0,11.8,92.0,116.0,125.0,61.333333333333336,False,False,False,False,True,True,True
2025-05-30,54.0,92.0,11.8,88.0,360.0,88.0,60.285714285714285,False,False,False,False,False,True,True
2025-05-31,,,20.5,,,,57.5,False,False,True,False,False,False,True
2025-06-01,83.0,22.0,15.6,75.0,261.0,125.0,58.5,False,True,True,True,True,True,True
2025-06-01,83.0,22.0,15.6,96.0,141.0,127.0,63.666666666666664,False,True,True,False,True,True,True
2025-06-02,53.0,101.0,4.9,97.0,323.0,127.0,63.166666666666664,False,False,False,False,True,True,True
2025-06-04,49.0,101.0,10.8,97.0,316.0,106.0,62.666666666666664,False,False,False,False,True,True,True
2025-06-05,53.0,94.0,8.2,93.0,344.0,127.0,62.5,False,False,False,False,True,True,True
2025-06-06,50.0,109.0,11.2,97.0,307.0,127.0,61.833333333333336,False,False,False,False,True,True,True
2025-06-07,49.0,107.0,9.7,95.0,486.0,127.0,60.0,False,False,False,False,False,True,True
2025-06-08,68.0,43.0,5.8,96.0,318.0,77.0,57.857142857142854,False,False,False,False,True,True,True
2025-06-08,68.0,43.0,5.8,90.0,54.0,116.0,55.714285714285715,False,False,False,False,True,True,True
2025-06-09,50.0,129.0,8.9,95.0,276.0,116.0,55.285714285714285,False,False,False,False,True,True,True
2025-06-11,51.0,93.0,9.1,93.0,399.0,125.0,55.57142857142857,False,False,False,False,False,True,True
2025-06-12,51.0,83.0,12.5,91.0,295.0,127.0,55.285714285714285,False,False,False,False,True,True,True
2025-06-13,54.0,97.0,17.3,95.0,355.0,127.0,55.857142857142854,False,False,True,False,True,True,True
2025-06-14,69.0,76.0,14.9,91.0,271.0,127.0,58.714285714285715,False,False,True,False,True,True,True
2025-06-16,53.0,79.0,8.8,86.0,395.0,127.0,56.57142857142857,False,False,False,False,False,True,True
2025-06-16,53.0,79.0,8.8,93.0,389.0,127.0,54.42857142857143,False,False,False,False,False,True,True
2025-06-16,50.0,109.0,7.4,86.0,395.0,127.0,54.42857142857143,False,False,False,False,False,True,True
2025-06-16,50.0,109.0,7.4,93.0,389.0,127.0,54.285714285714285,False,False,False,False,False,True,True
2025-06-17,49.0,111.0,13.3,96.0,312.0,127.0,54.0,False,False,False,False,True,True,True
2025-06-19,60.0,68.0,12.9,93.0,334.0,127.0,54.857142857142854,False,False,False,False,True,True,True
2025-06-20,53.0,113.0,20.6,93.0,370.0,127.0,52.57142857142857,False,False,True,False,False,True,True
2025-06-21,64.0,61.0,9.5,96.0,182.0,127.0,54.142857142857146,False,False,False,False,True,True,True
2025-06-21,64.0,61.0,9.5,99.0,126.0,127.0,55.714285714285715,False,False,False,False,True,True,True
2025-06-23,53.0,93.0,13.0,93.0,328.0,127.0,56.142857142857146,False,False,False,False,True,True,True
2025-06-24,55.0,77.0,13.7,91.0,356.0,93.0,56.857142857142854,False,False,False,False,True,True,True
2025-06-25,56.0,77.0,8.0,95.0,360.0,127.0,57.857142857142854,False,False,False,False,False,True,True
2025-06-26,54.0,97.0,10.9,94.0,369.0,127.0,57.0,False,False,False,False,False,True,True
2025-06-27,52.0,100.0,10.0,93.0,339.0,127.0,56.857142857142854,False,False,False,False,True,True,True
2025-06-28,75.0,37.0,9.9,90.0,307.0,127.0,58.42857142857143,False,True,False,False,True,True,True
2025-06-28,75.0,37.0,9.9,94.0,90.0,127.0,60.0,False,True,False,False,True,True,True
2025-06-30,56.0,96.0,9.2,96.0,364.0,127.0,60.42857142857143,False,False,False,False,False,True,True
2025-07-01,52.0,89.0,6.7,97.0,361.0,94.0,60.0,False,False,False,False,False,True,True
2025-07-01,52.0,89.0,6.7,96.0,485.0,127.0,59.42857142857143,False,False,False,False,False,True,True
2025-07-01,52.0,89.0,6.7,91.0,104.0,70.0,59.142857142857146,False,False,False,False,True,True,True
2025-07-01,52.0,85.0,12.3,97.0,361.0,94.0,59.142857142857146,False,False,False,False,False,True,True
2025-07-01,52.0,85.0,12.3,96.0,485.0,127.0,55.857142857142854,False,False,False,False,False,True,True
2025-07-01,52.0,85.0,12.3,91.0,104.0,70.0,52.57142857142857,False,False,False,False,True,True,True
2025-07-02,54.0,95.0,7.1,95.0,432.0,70.0,52.285714285714285,False,False,False,False,False,True,True
2025-07-03,51.0,84.0,14.8,93.0,424.0,11.0,52.142857142857146,False,False,True,False,False,False,True
2025-07-05,67.0,52.0,8.0,95.0,425.0,35.0,54.285714285714285,False,False,False,False,False,False,False
2025-07-05,67.0,52.0,8.0,96.0,246.0,54.0,56.42857142857143,False,False,False,False,True,False,True
2025-07-06,52.0,115.0,6.2,90.0,403.0,0.0,56.42857142857143,False,False,False,False,False,False,False
2025-07-06,52.0,115.0,6.2,91.0,424.0,54.0,56.42857142857143,False,False,False,False,False,False,False
2025-07-06,53.0,96.0,6.1,90.0,403.0,0.0,56.57142857142857,False,False,False,False,False,False,False
2025-07-06,53.0,96.0,6.1,91.0,424.0,54.0,56.42857142857143,False,False,False,False,False,False,False
2025-07-08,49.0,103.0,8.6,97.0,285.0,41.0,56.142857142857146,False,False,False,False,True,False,True
2025-07-08,49.0,103.0,8.6,93.0,463.0,111.0,53.57142857142857,False,False,False,False,False,True,True
2025-07-08,51.0,86.0,6.5,97.0,285.0,41.0,51.285714285714285,False,False,False,False,True,False,True
2025-07-08,51.0,86.0,6.5,93.0,463.0,111.0,51.142857142857146,False,False,False,False,False,True,True
2025-07-09,,,11.5,,,,51.0,False,False,False,False,False,False,False
2025-07-11,57.0,70.0,18.2,88.0,280.0,76.0,51.666666666666664,False,False,True,False,True,True,True
2025-07-13,68.0,69.0,7.1,90.0,125.0,109.0,54.166666666666664,False,False,False,False,True,True,True
2025-07-13,68.0,69.0,7.1,95.0,479.0,127.0,57.333333333333336,False,False,False,False,False,True,True
2025-07-14,53.0,94.0,9.8,86.0,324.0,109.0,58.0,False,False,False,False,True,True,True
2025-07-14,53.0,94.0,9.8,96.0,393.0,82.0,58.333333333333336,False,False,False,False,False,True,True
2025-07-14,48.0,109.0,11.8,86.0,324.0,109.0,57.833333333333336,False,False,False,False,True,True,True
2025-07-14,48.0,109.0,11.8,96.0,393.0,82.0,56.42857142857143,False,False,False,False,False,True,True
2025-07-15,52.0,100.0,5.1,93.0,455.0,104.0,55.714285714285715,False,False,False,False,False,True,True
2025-07-18,,,0.5,,,,53.666666666666664,False,False,False,False,False,False,False
2025-07-20,,,16.8,,,,50.8,False,False,True,False,False,False,True
2025-07-21,64.0,74.0,4.1,93.0,301.0,83.0,53.0,False,False,False,False,True,True,True
2025-07-22,55.0,97.0,14.3,93.0,342.0,127.0,53.4,False,False,True,False,True,True,True
2025-07-23,60.0,81.0,15.8,89.0,329.0,127.0,55.8,False,False,True,False,True,True,True
2025-07-24,58.0,74.0,19.1,94.0,365.0,127.0,57.8,False,False,True,False,False,True,True
2025-07-25,54.0,87.0,8.8,95.0,187.0,127.0,58.2,False,False,False,False,True,True,True
2025-07-25,54.0,87.0,8.8,95.0,523.0,127.0,57.5,False,False,False,False,False,True,True
2025-07-25,54.0,87.0,8.8,92.0,112.0,127.0,57.0,False,False,False,False,True,True,True
2025-07-25,54.0,87.0,8.8,100.0,64.0,0.0,55.57142857142857,False,False,False,False,True,False,True
2025-07-25,81.0,28.0,8.5,95.0,523.0,127.0,59.285714285714285,False,True,False,False,False,True,True
2025-07-25,81.0,28.0,8.5,95.0,187.0,127.0,62.285714285714285,False,True,False,False,True,True,True
2025-07-25,81.0,28.0,8.5,92.0,112.0,127.0,65.57142857142857,False,True,False,False,True,True,True
2025-07-25,81.0,28.0,8.5,100.0,64.0,0.0,69.42857142857143,False,True,False,False,True,False,True
2025-07-27,60.0,71.0,,93.0,334.0,0.0,70.28571428571429,False,False,False,False,True,False,True
