Date,resting_hr,hrv_ms,day_strain,sleep_efficiency_pct,asleep_min,sleep_debt_min,DateTS,resting_hr_mean,resting_hr_std,resting_hr_z,day_strain_mean,day_strain_std,day_strain_z,sleep_debt_min_mean,sleep_debt_min_std,sleep_debt_min_z,hrv_ms_mean,hrv_ms_std,hrv_ms_z,sleep_efficiency_pct_mean,sleep_efficiency_pct_std,sleep_efficiency_pct_z,asleep_min_mean,asleep_min_std,asleep_min_z,resting_hr_anomaly,day_strain_anomaly,sleep_debt_min_anomaly,hrv_ms_anomaly,sleep_efficiency_pct_anomaly,asleep_min_anomaly,any_anomaly
2024-03-11,58.0,86.0,12.0,91.0,345.0,86.0,2024-03-11,58.5,4.400413203738526,-0.11362569305428122,11.284615384615384,3.423167673818641,0.20898322359610988,96.83333333333333,36.143233576055884,-0.29973337362128494,88.91666666666667,20.304313618419894,-0.143647636727828,91.41666666666667,3.3698754585385817,-0.12364452983297126,325.0,129.52991932368366,0.15440448125364606,False,False,False,False,False,False,False
2024-03-12,57.0,105.0,10.0,90.0,389.0,106.0,2024-03-12,58.38461538461539,4.233565509482157,-0.3270565629642874,11.192857142857141,3.3067446892012153,-0.36073457583605906,97.53846153846153,34.69777943090736,0.2438639763212419,90.15384615384616,19.945117004111363,0.7443503010332576,91.3076923076923,3.250246538972478,-0.40233634341649543,329.9230769230769,125.2793289270431,0.47156161820859344,False,False,False,False,False,False,False
2024-03-13,54.0,100.0,12.1,92.0,380.0,86.0,2024-03-13,58.07142857142857,4.232916537989193,-0.9618494801134593,11.671428571428573,2.8583019626852084,0.14993917163629875,96.71428571428571,33.47887639744149,-0.32003122169011955,90.85714285714286,19.342488674725082,0.47268256410066567,91.35714285714286,3.128212634351171,0.205503019774893,333.5,121.10627881836173,0.38396027401470967,False,False,False,False,False,False,False
2024-03-14,59.0,75.0,8.5,92.0,426.0,124.0,2024-03-14,58.357142857142854,4.143709650823724,0.15514048932684096,11.185714285714287,2.7706864305986163,-0.9693317352891605,105.57142857142857,19.341920538299455,0.9527787787195445,88.14285714285714,18.650044928207972,-0.7047091411012487,91.64285714285714,2.977018199917053,0.11996663545853099,336.64285714285717,123.01757669465033,0.7263770369899403,False,False,False,False,False,False,False
2024-03-14,59.0,75.0,8.5,89.0,354.0,117.0,2024-03-14,58.0,3.8230072737812852,0.26157418189029846,11.085714285714287,2.8449299417782465,-0.9088850476571193,109.57142857142857,14.632494322906478,0.5076763581546281,89.0,17.654809760864254,-0.7929850386172986,91.78571428571429,2.778449247292495,-1.0026147817631998,335.7142857142857,122.81971062773809,0.14888257098355806,False,False,False,False,False,False,False
2024-03-14,54.0,92.0,8.8,92.0,426.0,124.0,2024-03-14,57.92857142857143,3.8920883402553503,-1.0093736537114897,10.478571428571428,2.2645014976738334,-0.7412542805980513,111.42857142857143,14.700676518782744,0.8551598666473832,88.42857142857143,17.39900211866401,0.20526628751872367,91.71428571428571,2.7576068618270475,0.10360950636922636,339.57142857142856,124.87761041282614,0.6921062241890432,False,False,False,False,False,False,False
2024-03-14,54.0,92.0,8.8,89.0,354.0,117.0,2024-03-14,57.857142857142854,3.958576722804507,-0.9743761779133105,10.15,2.1382055740557497,-0.6313705362947487,112.57142857142857,14.447327598046465,0.30653222186020423,88.28571428571429,17.357900313595056,0.2139824314682004,91.64285714285714,2.8177225625601348,-0.9379408668452737,336.5,123.88130174920235,0.14126425661419625,False,False,False,False,False,False,False
2024-03-16,62.0,76.0,12.9,90.0,282.0,110.0,2024-03-16,58.42857142857143,3.936306072259307,0.9073045911235987,10.064285714285715,1.9863407186455833,1.427607186972364,112.57142857142857,14.447327598046465,-0.177986451402699,85.85714285714286,16.440368435218062,-0.5995694619609124,91.5,2.848751413406342,-0.5265464697765266,327.14285714285717,122.59932057965659,-0.36821457842848687,False,False,False,False,False,False,False
2024-03-17,56.0,99.0,7.3,93.0,468.0,105.0,2024-03-17,57.714285714285715,3.31496772065898,-0.517134964422801,9.914285714285713,2.1154585401668444,-1.2358009692213237,111.0,13.944946699845744,-0.4302633870996704,88.71428571428571,14.808669869259132,0.6945738122683182,91.85714285714286,2.6849192182989814,0.42565792485227577,356.57142857142856,99.8442743520084,1.116023649345397,False,False,False,False,False,False,False
2024-03-17,56.0,99.0,7.3,89.0,452.0,127.0,2024-03-17,57.0,2.3204774044612866,-0.43094580368566715,9.764285714285714,2.2262791112793296,-1.106907800464253,111.42857142857143,14.361884843701278,1.084219010310319,91.57142857142857,12.277022225494038,0.6050792522917745,91.64285714285714,2.790289283517804,-0.9471624173409028,365.2142857142857,102.65789232758901,0.8453876493857343,False,False,False,False,False,False,False
2024-03-17,66.0,79.0,7.8,93.0,468.0,105.0,2024-03-17,57.785714285714285,3.2623392133340685,2.5179128156605217,9.371428571428572,2.031077232720294,-0.7736921797522697,109.85714285714286,13.716117093837754,-0.35411937824043743,88.92857142857143,10.462124256385218,-0.9490014824199635,91.78571428571429,2.8059982846798714,0.43274642073569286,370.5,106.10136662644832,0.9189325557254017,True,False,False,False,False,False,True
2024-03-17,66.0,79.0,7.8,89.0,452.0,127.0,2024-03-17,58.357142857142854,3.934211735280905,1.942665432650244,9.37857142857143,2.024913510566495,-0.7795747424934731,111.92857142857143,13.975056271879481,1.0784520847873222,88.71428571428571,10.644092413010293,-0.9126457510282342,91.5,2.8756270219259634,-0.8693756112799408,380.5,106.75907455574914,0.6697322948660726,False,False,False,False,False,False,False
2024-03-18,55.0,87.0,7.2,89.0,390.0,70.0,2024-03-18,58.142857142857146,4.035556254807297,-0.7787915579452681,9.357142857142858,2.047780894872934,-1.0534051091812289,107.85714285714286,17.181641109300102,-2.2033484820406066,87.85714285714286,10.22709179549136,-0.08381100651905118,91.28571428571429,2.9464077588342565,-0.7757630554905383,375.14285714285717,104.03982753871576,0.14280245564242336,False,False,False,False,False,False,False
2024-03-20,56.0,84.0,5.6,94.0,407.0,96.0,2024-03-20,58.0,4.076197322920545,-0.49065338146265813,8.9,2.1253054079174314,-1.5527180177053437,107.14285714285714,17.470225848820363,-0.6378198678873711,87.71428571428571,10.268911794856821,-0.36170197860166703,90.85714285714286,1.7913099142223428,1.7545021762588413,399.5,53.962593881887656,0.13898516473125558,False,False,False,False,False,False,False
2024-03-21,53.0,103.0,12.8,94.0,348.0,102.0,2024-03-21,57.642857142857146,4.289650207312818,-1.0823393326901563,8.957142857142857,2.2235502747129035,1.7282528695481458,108.28571428571429,16.475756415125513,-0.3815129410352118,88.92857142857143,11.027687432544058,1.2760090143561793,91.07142857142857,1.979288361402263,1.4796082701646518,399.7142857142857,53.73500301898708,-0.9623947670759906,False,False,False,False,False,False,False
2024-03-22,65.0,64.0,9.9,94.0,195.0,111.0,2024-03-22,58.214285714285715,4.709704733984785,1.4407939921900432,8.95,2.220100482826432,0.42790855970201247,108.64285714285714,16.476590119864667,0.14306011377323877,86.0,11.845154803027794,-1.8572994921414179,91.35714285714286,2.0978796202592083,1.259775402427807,385.85714285714283,76.78226672556943,-2.4856929991308148,False,False,False,False,False,True,True
2024-03-23,52.0,90.0,15.1,89.0,336.0,127.0,2024-03-23,58.07142857142857,4.874806279611147,-1.2454707373341765,9.164285714285715,2.6505753055798005,2.239406016202915,111.57142857142857,15.771026432203929,0.9782858138558936,85.28571428571429,11.221055561402771,0.4201285421401446,91.14285714285714,2.1788191176076968,-0.9834947405867984,382.7142857142857,77.93234597681858,-0.5994210122736604,False,True,False,False,False,False,True
2024-03-24,79.0,40.0,11.4,78.0,401.0,127.0,2024-03-24,59.5,7.429152555460663,2.6247946659362755,9.371428571428572,2.7073769796410163,0.7492755696107035,111.78571428571429,15.971987841355123,0.952560561991692,82.78571428571429,16.395020686071227,-2.609677359057186,90.14285714285714,4.111094611061515,-2.953679808337411,380.92857142857144,77.14667776456672,0.2601722997415621,True,False,False,True,True,False,True
2024-03-25,53.0,100.0,5.8,94.0,401.0,127.0,2024-03-25,59.07142857142857,7.630548782707227,-0.7956739081713202,9.178571428571429,2.8657603559234364,-1.1789441575559618,112.5,16.439867115315472,0.8820022630530705,84.57142857142857,16.83729507654082,0.9163331377418131,90.5,4.2199161493674735,0.8294003662903628,384.2857142857143,76.90696534567803,0.2173312344227742,False,False,False,False,False,False,False
2024-03-25,53.0,100.0,5.8,96.0,269.0,127.0,2024-03-25,59.0,7.686151382644184,-0.7806247497997997,8.964285714285714,3.0050232669922603,-1.0529987401571301,112.71428571428571,16.619861016861137,0.8595567839719711,85.14285714285714,17.239744522723978,0.8617959992132962,90.78571428571429,4.457984564085709,1.1696509127225094,373.07142857142856,81.6563759682227,-1.274504621806004,False,False,False,False,False,False,False
2024-03-25,57.0,112.0,7.1,94.0,401.0,127.0,2024-03-25,59.214285714285715,7.577076475269861,-0.29223483773889886,8.842857142857143,3.046237095099533,-0.5721344361740159,113.42857142857143,17.028095723129006,0.797002130601997,86.57142857142857,18.6246911619796,1.3653150652227326,91.14285714285714,4.503966505838419,0.6343614796955512,376.42857142857144,81.77804321239506,0.30046486325933847,False,False,False,False,False,False,False
2024-03-25,57.0,112.0,7.1,96.0,269.0,127.0,2024-03-25,58.857142857142854,7.553472383940056,-0.245866108028865,8.428571428571429,2.839400958335721,-0.46790553643757116,114.64285714285714,17.3675521629235,0.7115074560434065,89.14285714285714,19.516687703119583,1.171158918195393,91.57142857142857,4.6692823647963095,0.9484479803492502,375.5,82.9974513047053,-1.2831719327020141,False,False,False,False,False,False,False
2024-03-27,51.0,102.0,9.0,92.0,459.0,127.0,2024-03-27,58.5,7.812711535597711,-0.9599740072095485,8.549999999999999,2.8237318460614396,0.15936357435202783,116.21428571428571,17.423143633280844,0.6190452488213404,89.35714285714286,19.649259695810596,0.6434266399131929,91.5,4.6533693334879604,0.10744902546242166,374.85714285714283,82.25743561700497,1.0229209859474688,False,False,False,False,False,False,False
2024-03-27,51.0,102.0,9.0,97.0,85.0,127.0,2024-03-27,58.142857142857146,8.046567761925127,-0.8876899262137364,8.671428571428573,2.8023145849399276,0.11725001551832229,116.21428571428571,17.423143633280844,0.6190452488213404,89.57142857142857,19.778443143655505,0.6283897745793124,92.07142857142857,4.811273391561908,1.0243798320035693,348.64285714285717,109.68739296666772,-2.403583949004733,False,False,False,False,False,True,True
2024-03-27,51.0,102.0,9.0,92.0,303.0,126.0,2024-03-27,57.07142857142857,7.9175004380683935,-0.766836531165358,8.757142857142856,2.7919428817483105,0.08698499687968794,117.71428571428571,17.28684947684701,0.4793073657991695,91.21428571428571,19.788025016810906,0.5450626970883297,92.0,4.803844614152612,0.0,336.85714285714283,104.62376340072979,-0.32360853554333785,False,False,False,False,False,False,False
2024-03-27,53.0,118.0,6.1,92.0,459.0,127.0,2024-03-27,56.142857142857146,7.543281706333054,-0.4166432151431547,8.635714285714286,2.8725778138639346,-0.8827312783229606,117.71428571428571,17.28684947684701,0.5371548064990692,94.0,20.662116951635838,1.1615460340379062,92.21428571428571,4.726009398548081,-0.04534178758754496,337.35714285714283,105.2313255078158,1.155956713040001,False,False,False,False,False,False,False
2024-03-27,53.0,118.0,6.1,97.0,85.0,127.0,2024-03-27,56.0,7.585411098843723,-0.39549603322848287,8.557142857142857,2.9293512764943213,-0.8388010263089458,121.78571428571429,10.606083678201502,0.4916315835790112,96.21428571428571,21.498402700696598,1.0133643224111895,92.78571428571429,4.790673173004954,0.879685497652576,315.57142857142856,123.48323728389175,-1.867228569990741,False,False,False,False,False,False,False
2024-03-27,53.0,118.0,6.1,92.0,303.0,126.0,2024-03-27,55.785714285714285,7.627667971360491,-0.3652117916214721,8.592857142857143,2.893351606093446,-0.8615811288220712,123.92857142857143,7.600245802849919,0.272547576112845,98.64285714285714,21.928580377275626,0.8827357961212337,92.64285714285714,4.781489031947818,-0.1344470600187198,308.14285714285717,120.65580871149221,-0.042624198517906255,False,False,False,False,False,False,False
2024-03-29,55.0,92.0,16.2,91.0,436.0,33.0,2024-03-29,55.92857142857143,7.59011792463662,-0.12233952591927436,8.835714285714285,3.3760712585573702,2.1813182099220705,119.0,25.11205655886004,-3.4246498210301883,97.85714285714286,21.957501409128234,-0.266749059831913,92.42857142857143,4.783212401631442,-0.2986635985648846,314.42857142857144,125.10224389902625,0.9717765627733462,False,True,False,False,False,False,True
2024-03-30,56.0,95.0,11.8,92.0,387.0,44.0,2024-03-30,55.285714285714285,7.129878318398206,0.10018203430520624,8.971428571428572,3.459308194829306,0.81766968112276,114.21428571428571,32.15151287606511,-2.1838563549075185,100.07142857142857,19.7307424544085,-0.2570318163721936,92.28571428571429,4.7624908064287785,-0.05999261674765074,328.14285714285717,121.47418664876106,0.48452386865800945,False,False,False,False,False,False,False
2024-03-31,60.0,62.0,18.3,90.0,330.0,107.0,2024-03-31,55.857142857142854,7.166773148540238,0.5780645008557279,9.200000000000001,3.9642634392008587,2.2955083938201732,112.78571428571429,31.983598131707286,-0.18089629133935875,98.07142857142857,22.1062618546604,-1.6317290009764387,92.35714285714286,4.716699348829931,-0.4997441394537042,327.7142857142857,121.45491634057767,0.018819446380456056,False,True,False,False,False,False,True
2024-04-01,58.0,81.0,8.8,91.0,383.0,118.0,2024-04-01,54.357142857142854,2.84489131486716,1.280490795490107,9.014285714285714,3.913852546819024,-0.05475058442349184,112.14285714285714,31.765625211145228,0.18438619791710678,101.0,15.571176527852307,-1.2844244597847707,93.28571428571429,2.3673604720015695,-0.9655117219143872,326.42857142857144,120.7124455285971,0.468646197363524,False,False,False,False,False,False,False
2024-04-01,58.0,81.0,8.8,78.0,415.0,127.0,2024-04-01,54.714285714285715,2.9724005172864634,1.1054076550605128,9.228571428571428,3.8049418415505936,-0.1126354741855332,112.14285714285714,31.765625211145228,0.4677113313019292,99.64285714285714,16.467250215817145,-1.132117196163709,92.14285714285714,4.7044519480879075,-3.0062709320700804,327.42857142857144,121.43356162984723,0.7211468345000294,False,False,False,False,True,False,True
2024-04-01,80.0,32.0,13.1,91.0,383.0,118.0,2024-04-01,56.642857142857146,7.3338744389111445,3.184829935622769,9.75,3.799139578702201,0.8817786055505681,111.5,31.532034992515644,0.20613956573189207,94.78571428571429,24.448308330430155,-2.5681005588254378,91.78571428571429,4.5771770176113415,-0.17165914333029814,335.57142857142856,121.03573171443367,0.39185594829527126,True,False,False,True,False,False,True
2024-04-01,80.0,32.0,13.1,78.0,415.0,127.0,2024-04-01,58.285714285714285,9.635100665543913,2.2536646443080954,10.178571428571429,3.81559120762907,0.7656555465342648,111.5,31.532034992515644,0.4915635798222042,89.07142857142857,29.03436766135102,-1.9656508189568382,90.64285714285714,5.812548002873988,-2.175097244204424,336.57142857142856,121.6740376110345,0.6445793446855982,True,False,False,False,True,False,True
2024-04-02,51.0,99.0,7.0,93.0,406.0,112.0,2024-04-02,57.857142857142854,9.828194472709956,-0.6977011775848707,10.171428571428573,3.821886077163105,-0.8298071966034761,110.42857142857143,31.2181266025274,0.050337055500996895,88.14285714285714,28.44659542386033,0.38166756672878144,90.42857142857143,5.652967712276807,0.4548811707953119,346.35714285714283,121.33019609114827,0.49157471976762473,False,False,False,False,False,False,False
2024-04-04,54.0,102.0,8.6,90.0,405.0,111.0,2024-04-04,58.07142857142857,9.699042662625446,-0.4197763339177301,10.142857142857142,3.8327965860882407,-0.4025408362283545,109.28571428571429,30.855565690259745,0.055558395250126985,88.14285714285714,28.44659542386033,0.48712834174594466,90.28571428571429,5.635445125120277,-0.05069950631596184,342.5,118.29412495977985,0.5283440747480069,False,False,False,False,False,False,False
2024-04-04,54.0,102.0,8.6,94.0,363.0,115.0,2024-04-04,58.285714285714285,9.562978063895649,-0.4481568667290682,10.114285714285716,3.84344739941734,-0.39399152815653965,108.42857142857143,30.49013531698985,0.21552638265159843,88.14285714285714,28.44659542386033,0.48712834174594466,90.07142857142857,5.413150450726263,0.725745841415575,362.35714285714283,92.19928845283346,0.006972474014113837,False,False,False,False,False,False,False
2024-04-04,54.0,96.0,6.2,90.0,405.0,111.0,2024-04-04,58.5,9.419701122157175,-0.47772216354243197,9.914285714285715,3.9764416143190027,-0.9340727400374054,107.35714285714286,30.086048754702396,0.12108127499752744,87.71428571428571,28.266393667905554,0.29312951567366446,89.92857142857143,5.38465463094019,0.013265209437600936,369.64285714285717,91.17237026040891,0.3878054585633217,False,False,False,False,False,False,False
2024-04-04,54.0,96.0,6.2,94.0,363.0,115.0,2024-04-04,58.57142857142857,9.378488361993304,-0.4874376759856594,9.921428571428573,3.96914611460965,-0.9375892103671171,106.5,29.6511771721176,0.28666652762754224,86.14285714285714,27.038027758232396,0.3645658975308068,90.07142857142857,5.469696739087328,0.7182430061427776,362.7857142857143,87.46971218342124,0.002449827591022273,False,False,False,False,False,False,False
2024-04-06,58.0,85.0,15.1,91.0,412.0,112.0,2024-04-06,58.92857142857143,9.244243828244896,-0.10044860843396083,10.564285714285713,4.030958493165908,1.125219794102108,105.42857142857143,29.119684818968146,0.22566963249368807,83.78571428571429,25.43824670853705,0.047734646502905216,89.64285714285714,5.108170572074384,0.2656808025484038,386.14285714285717,36.248834767175744,0.7133234219312656,False,False,False,False,False,False,False
2024-04-07,77.0,50.0,10.9,75.0,452.0,111.0,2024-04-07,60.642857142857146,10.232731366003462,1.598511899910392,10.907142857142857,3.8206854571709195,-0.001869522425472119,104.35714285714286,28.57542554459942,0.23246747918029162,78.92857142857143,24.888873898914042,-1.1623093735001666,88.42857142857143,6.369570517030857,-2.108238128876402,396.7857142857143,31.525761313148443,1.7514021363619698,False,False,False,False,True,False,True
2024-04-08,57.0,81.0,7.6,89.0,420.0,103.0,2024-04-08,60.785714285714285,10.161606258768423,-0.37255077487848953,10.292857142857144,3.58854251230738,-0.7504041358355478,109.35714285714286,19.952278230653423,-0.31861739214202356,78.14285714285714,24.616620848077886,0.11606559953032516,88.28571428571429,6.329765719671954,0.11284552160687658,395.64285714285717,30.259409580027327,0.8049444187840242,False,False,False,False,False,False,False
2024-04-09,54.0,97.0,6.6,94.0,460.0,104.0,2024-04-09,60.642857142857146,10.24775504764255,-0.6482255978967126,9.921428571428573,3.6882721765552566,-0.9005378162006186,113.64285714285714,7.206910602994893,-1.3380014924633543,78.28571428571429,24.727526149021667,0.7568199746914889,88.42857142857143,6.441622892913373,0.8649107009287782,400.85714285714283,34.62959415310508,1.7078703516239184,False,False,False,False,False,False,False
2024-04-10,56.0,96.0,6.4,90.0,466.0,73.0,2024-04-10,60.357142857142854,10.322545473619618,-0.4220996524818422,9.071428571428571,2.8946711176091973,-0.9228780966436665,111.21428571428571,13.00992858390243,-2.9373171011537584,80.71428571428571,24.674585403511152,0.6194922441752218,88.42857142857143,6.441622892913373,0.24394917205683464,410.57142857142856,32.21493749492882,1.7205860305424105,False,False,False,False,False,False,False
2024-04-11,54.0,83.0,8.0,88.0,456.0,49.0,2024-04-11,60.07142857142857,10.447408848530408,-0.5811420477033031,9.014285714285714,2.9083056507598646,-0.34875485457338634,106.28571428571429,20.91164037794986,-2.7394175325489454,80.85714285714286,24.682155319355562,0.08681807221173778,88.21428571428571,6.399261633231571,-0.03348600613122545,415.7857142857143,33.29859911913222,1.2076870132107145,False,False,False,False,False,False,False
2024-04-12,54.0,86.0,7.7,92.0,447.0,40.0,2024-04-12,59.785714285714285,10.562477648067896,-0.5477610915250188,8.935714285714287,2.92932314126217,-0.4218429398614757,100.07142857142857,26.47048947765818,-2.2693735460438123,81.21428571428571,24.72052579546795,0.1935927384923044,89.21428571428571,5.740256915029993,0.4852943564982817,418.07142857142856,34.32304515294931,0.8428323098856999,False,False,False,False,False,False,False
2024-04-13,64.0,66.0,13.2,91.0,82.0,99.0,2024-04-13,58.642857142857146,8.94949197404,0.5985974257178445,8.942857142857141,2.94035955041459,1.4478307105478314,98.71428571428571,25.962779783103606,0.011004764824921893,83.64285714285714,20.88653280818177,-0.8447001378776471,89.21428571428571,5.740256915029993,0.31108612596043733,396.57142857142856,96.29978375701751,-3.2665849942628276,False,False,False,False,False,True,True
2024-04-13,64.0,66.0,13.2,85.0,314.0,41.0,2024-04-13,57.5,6.768138023688059,0.9603823056282846,8.95,2.951336072931142,1.4400257696776226,92.57142857142857,28.77689854918159,-1.7921121167136775,86.07142857142857,15.769807011717477,-1.2727757896158685,89.71428571428571,4.936965300022535,-0.9548954525291458,389.35714285714283,98.56946565970391,-0.764507977727118,False,False,False,False,False,False,False
2024-04-14,58.0,80.0,11.6,91.0,447.0,99.0,2024-04-14,58.0,6.504436355879894,0.0,9.278571428571428,2.9735186541895424,0.7807008602948536,91.64285714285714,28.307669911601256,0.2598992739465181,84.71428571428571,15.384450548567514,-0.306431854644602,89.57142857142857,4.862957088886541,0.29376599514648954,392.2857142857143,99.70450847874932,0.5487644094444069,False,False,False,False,False,False,False
2024-04-15,64.0,69.0,11.3,93.0,402.0,96.0,2024-04-15,58.714285714285715,6.5800230468215775,0.8032972298277136,9.471428571428572,3.013413237619318,0.6068107107726296,90.57142857142857,27.79793651919642,0.19528684889335662,82.35714285714286,15.056851968748049,-0.8871139123149315,89.78571428571429,4.948637286062823,0.6495294620477268,392.07142857142856,99.67830123082817,0.09960614603151734,False,False,False,False,False,False,False
2024-04-15,64.0,69.0,11.3,90.0,327.0,38.0,2024-04-15,59.42857142857143,6.571667458629736,0.6956268862061018,9.664285714285715,3.039637413310279,0.5381280933547045,85.07142857142857,30.113795166678322,-1.563118441594313,80.0,14.309759982935836,-0.7687061147858054,89.5,4.799839740914456,0.10417014462752477,389.5,100.94229120564947,-0.619165656470675,False,False,False,False,False,False,False
2024-04-15,59.0,91.0,7.0,93.0,402.0,96.0,2024-04-15,59.785714285714285,6.387229704394787,-0.12301331282538146,9.721428571428573,2.976362925406823,-0.9143470200485029,84.0,29.37817085995863,0.4084665467160027,79.64285714285714,13.937261307274605,0.8148762232946697,89.71428571428571,4.889998764017037,0.6719253816365268,389.2857142857143,100.9100350056185,0.12599624718768368,False,False,False,False,False,False,False
2024-04-15,59.0,91.0,7.0,90.0,327.0,38.0,2024-04-15,60.142857142857146,6.175100657630446,-0.18507506293762852,9.778571428571428,2.9105057904158094,-0.9546696102516491,78.5,30.320721525817177,-1.3357201927241564,79.28571428571429,13.54439180807136,0.8648808953758221,89.42857142857143,4.734720944003207,0.12068896523929591,386.7142857142857,102.08324549596274,-0.5849567715462901,False,False,False,False,False,False,False
2024-04-16,59.0,97.0,6.8,90.0,461.0,82.0,2024-04-16,60.214285714285715,6.154155212019454,-0.1973115192015532,9.185714285714285,2.5684048155817063,-0.9288700407509382,76.35714285714286,28.792646344448485,0.19598258094623314,80.14285714285714,14.292855358035192,1.1794104421315696,89.35714285714286,4.716699348829958,0.13629385621464474,390.2142857142857,103.84172762239841,0.6816692663580645,False,False,False,False,False,False,False
2024-04-18,55.0,93.0,9.5,92.0,419.0,65.0,2024-04-18,58.642857142857146,3.9537157373625025,-0.9213755830830852,9.085714285714285,2.5233851326090773,0.1641785508410918,73.07142857142857,27.11078208931835,-0.297720240782309,83.21428571428571,11.702587297283884,0.8362009218239722,90.57142857142857,2.310986659558994,0.6181651558490802,387.85714285714283,102.69960463024567,0.303242230142777,False,False,False,False,False,False,False
2024-04-19,55.0,78.0,13.1,86.0,365.0,75.0,2024-04-19,58.5,4.052539564652849,-0.8636559727948809,9.478571428571428,2.696487336525791,1.3430170883333328,71.07142857142857,25.730748698229277,0.15268002787815438,83.0,11.773503497913664,-0.42468242362063513,90.35714285714286,2.5901334345534197,-1.6822078735469095,383.92857142857144,102.42705793784272,-0.18480049910306065,False,False,False,False,False,False,False
2024-04-20,85.0,28.0,8.2,85.0,136.0,127.0,2024-04-20,60.714285714285715,7.975236398025794,3.0451403662123444,9.592857142857143,2.597177250464371,-0.5362965283205463,72.71428571428571,28.57225273536592,1.8999451946790664,78.07142857142857,18.167868024934297,-2.7560431693310723,89.71428571428571,2.7295694624884903,-1.727116960778054,360.7857142857143,119.15418490434897,-1.8865112833943771,True,False,False,True,False,False,True
2024-04-20,85.0,28.0,8.2,88.0,226.0,92.0,2024-04-20,62.785714285714285,10.131281120512698,2.1926433044394242,9.721428571428572,2.4683157046015034,-0.6163832967526327,74.07142857142857,29.034367661351,0.6174948129639134,73.21428571428571,21.743888872432766,-2.079401986440846,89.57142857142857,2.7655653397365056,-0.5682124189400964,343.64285714285717,120.11315635545651,-0.9794335667502662,True,False,False,True,False,False,True
2024-04-21,55.0,103.0,9.0,92.0,381.0,127.0,2024-04-21,62.857142857142854,10.067901338543065,-0.7804151623003358,9.792857142857143,2.428821900464466,-0.32643692100500404,79.64285714285714,31.252340571688233,1.5153150769144026,74.64285714285714,23.053807103774076,1.2300416468957351,89.85714285714286,2.7971728270123184,0.7660796366114928,338.2857142857143,116.32939212652789,0.3671839501046022,False,False,False,False,False,False,False
2024-04-22,52.0,95.0,5.8,91.0,153.0,53.0,2024-04-22,62.714285714285715,10.216341144148734,-1.048740010059489,9.657142857142858,2.6016900677811736,-1.4825527855561926,80.57142857142857,30.157826604291376,-0.9142379168499242,75.28571428571429,23.515718381308552,0.8383450335055718,89.78571428571429,2.7506243047596164,0.44145822175152616,317.2857142857143,121.6112523712207,-1.350908826958125,False,False,False,False,False,False,False
2024-04-23,59.0,56.0,6.3,91.0,349.0,127.0,2024-04-23,62.357142857142854,10.255258634979887,-0.32735818535984085,9.164285714285713,2.531526490800832,-1.1314460759917289,82.57142857142857,32.324590034200284,1.3744511958717747,74.57142857142857,23.967010293684616,-0.7748746440986927,89.78571428571429,2.7506243047596164,0.44145822175152616,336.35714285714283,101.07697534579752,0.12508147478299883,False,False,False,False,False,False,False
2024-04-24,59.0,69.0,6.2,92.0,333.0,123.0,2024-04-24,62.0,10.28067642192417,-0.29180959276204016,8.664285714285715,2.3584894588427847,-1.0448576333662478,88.42857142857143,31.634242123453415,1.0928483267123237,74.78571428571429,23.8977906008986,-0.24210247643130403,90.28571428571429,2.4314785444433173,0.7050383883515579,337.7142857142857,100.88106368882629,-0.04673112615889163,False,False,False,False,False,False,False
2024-04-24,59.0,69.0,6.2,94.0,440.0,127.0,2024-04-24,62.07142857142857,10.254187030103923,-0.2995292130338139,8.278571428571428,2.28175997235217,-0.9109509561729742,90.42857142857143,33.20035747192696,1.101537192855591,74.0,23.893996671195026,-0.20925758335053504,90.5,2.6238550616632144,1.3339151430801262,337.2142857142857,100.31349212990602,1.0246449615432263,False,False,False,False,False,False,False
2024-04-24,53.0,79.0,6.9,92.0,333.0,123.0,2024-04-24,61.285714285714285,10.513204674478299,-0.7881245102959483,7.964285714285714,2.1316685926782792,-0.4992735352677501,92.35714285714286,34.314399630155584,0.8930028639034708,74.71428571428571,23.882496234138262,0.17945001408974076,90.42857142857143,2.5634797778466782,0.6130060338328741,332.2857142857143,98.56542424776995,0.007246818240138434,False,False,False,False,False,False,False
2024-04-24,53.0,79.0,6.9,94.0,440.0,127.0,2024-04-24,60.5,10.704061055362255,-0.7006686491425455,7.6499999999999995,1.9154232309978285,-0.39155837094514667,98.71428571428571,31.6067874196194,0.894925318102921,75.42857142857143,23.847961647178078,0.1497582319305338,90.71428571428571,2.729569462488496,1.2037481847847056,340.35714285714283,102.64172726442295,0.9707831288357007,False,False,False,False,False,False,False
2024-04-26,,,7.8,95.0,163.0,126.0,2024-04-26,60.61538461538461,11.132074241715994,,7.707142857142857,1.9064523176729193,0.04870677435588167,100.85714285714286,32.41523180153511,0.7756494630918059,74.23076923076923,24.379478549775765,,90.85714285714286,2.905092156810302,1.4260673738508396,323.2857142857143,111.1253128897066,-1.4423870684152766,False,False,False,False,False,False,False
2024-04-26,,,7.8,92.0,316.0,101.0,2024-04-26,60.75,11.61601558977165,,7.764285714285714,1.895584806396634,0.018840774411025055,105.35714285714286,26.926130125149513,-0.16181838373696367,72.83333333333333,24.913790753254965,,91.0,2.908872369413749,0.34377582547615826,322.5,111.1359181709151,-0.05848694199838884,False,False,False,False,False,False,False
